vid,itag,contentlength,seg_num,seg_list
2oPcgifcEb8,247/251,54061924,139,173996/581929/641120/157502/576442/816568/167555/483025/264183/171162/733154/780569/168055/615081/730930/156977/864754/631651/158742/609228/585838/170781/833868/367889/165807/337792/160364/485014/530152/140163/690599/653549/153831/637423/403854/161177/245230/292130/173618/309445/334018/155251/278765/202970/160111/320874/283664/151333/240497/175223/435692/384961/157332/408840/263569/168278/161044/274121/173835/280207/199827/168198/318859/286119/169131/274789/433559/162242/160853/140191/159487/285684/157332/556078/481173/155626/553229/1163536/155736/780903/246442/156845/428687/595785/165110/938610/647909/156987/875796/281811/164323/492111/642399/162095/535519/155505/739254/710832/157755/993443/725599/155205/606041/269324/161839/299788/403058/158385/401112/483090/154939/769353/650439/154192/422530/306377/155410/445550/145939/526788/247865/155913/471284/609487/169718/795113/825833/150655/553550/518375/152273/868589/848809/162914/394558/544367/155749/602149/329529
2yQOFJk9dB4,136/251,52274979,163,133432/301945/324049/130499/695982/236625/130843/482220/1164761/122050/380022/864935/137170/609008/727409/135452/435347/196174/125434/286648/905689/130813/1198606/689738/136512/251936/134470/163344/367182/1157212/122631/622722/524682/127238/493489/466477/136782/348936/127477/415231/422028/139056/405009/483986/132769/369377/132446/284682/463191/123108/416068/136382/126672/449879/395605/136728/391203/292072/133099/97773/230936/145501/244807/439687/134474/244160/398727/658676/131219/391727/137530/619572/525467/137612/357146/357941/144389/536301/504896/139017/460645/446005/140807/500617/136018/133497/389533/144750/468333/453211/148696/186321/320210/134452/373589/207039/134720/433080/248668/140288/516543/446663/133014/491837/140002/370070/536760/137980/257932/214848/140655/225410/138744/134175/335256/240412/148167/258506/220598/139241/843162/344108/151030/276914/545170/141462/172027/354626/137714/434898/136089/306943/277789/128502/562168/295698/126711/678810/355238/122009/339809/1132825/118374/465103/393105/485770/117267/917155/118801/340175/201773/117120/119449/176588/131410/172028/110406/132457/121257/106437/129627/175460/353862
2yQOFJk9dB4,247/251,57976729,163,133432/475140/474098/130499/570689/317589/130843/607129/1193339/122050/313964/1143974/137170/933294/892999/135452/697754/177927/125434/346694/1159222/130813/751762/730909/136512/382717/134470/250995/553837/598059/122631/554159/530854/127238/489320/476575/136782/332265/127477/417821/461021/139056/573945/504354/132769/386952/132446/276316/501257/123108/442563/128477/126672/499425/491468/136728/460334/326510/133099/106655/262368/145501/298692/567498/134474/270509/394070/663851/131219/441436/137530/732959/637081/137612/431109/461630/144389/746442/568123/139017/552945/541357/140807/561620/136018/132503/405956/144750/560334/547586/148696/243837/376572/134452/472902/277997/134720/448733/230788/140288/533648/563969/133014/529421/140002/409134/551121/137980/258960/219706/140655/277990/194602/134175/362188/246635/148167/273504/274442/139241/1196720/370457/151030/303535/567273/141462/206098/393652/137714/492825/136089/346835/303521/128502/665450/344659/126711/704980/405827/122009/368010/1062835/118374/478153/475865/636836/117267/1170694/118801/406323/230665/117120/133831/233980/131410/246595/169980/132457/182899/161568/129627/229543/462488
2yQOFJk9dB4,398/251,57143313,163,133432/503544/479800/130499/570107/356968/130843/556417/752583/122050/338877/749775/137170/806818/597224/135452/522256/190497/125434/391117/797921/130813/584802/582413/136512/439861/134470/285890/594248/644190/122631/537068/615185/127238/526618/490889/136782/366005/127477/461567/509589/139056/508907/550741/132769/423773/132446/328146/578803/123108/492265/133937/126672/564567/522820/136728/516243/360272/133099/136692/302578/145501/338621/522429/134474/303311/438149/639242/131219/495704/137530/673596/576583/137612/473155/494039/144389/696569/599781/139017/517351/547545/140807/525617/136018/152994/422168/144750/610459/573916/148696/296408/404792/134452/515913/306122/134720/524306/270990/140288/586123/548198/133014/586506/140002/449619/601076/137980/280016/241170/140655/304539/221516/134175/398965/275984/148167/319270/306615/139241/722613/415946/151030/361629/615643/141462/260464/477220/137714/528691/136089/416588/372242/128502/619903/391144/126711/637357/448423/122009/413454/743614/118374/544232/421020/576633/117267/862168/118801/448512/246264/117120/136186/246582/131410/266980/191368/132457/207341/183076/129627/250636/474064
31XOyv_JxJ0,136/251,91431809,146,131810/710702/520217/131331/673776/614935/132829/497963/473656/140741/661904/464712/129433/248298/477246/127583/573493/723055/131603/451937/720102/126417/895705/130310/337616/206485/128344/630339/1200977/134999/776069/1414782/130435/1075684/906057/124894/982733/1518921/128689/1520276/1330767/126032/1495483/1397925/129827/1413707/129748/1453789/1215010/142780/1449853/1500964/122320/1546205/1436145/123961/1408535/1091507/124960/628352/1361963/131888/1377920/1433242/134251/1448684/913851/128928/1370296/131394/1205233/513447/133173/874501/875853/137669/675473/783989/127692/828143/934157/124898/903488/836372/127331/673742/1068936/126629/1315062/731619/122340/754790/128649/804143/725640/127121/992811/935725/142749/594344/615609/138579/434156/613564/135703/555341/604167/134316/689475/667482/145871/844445/726472/135294/662170/144013/773961/924511/126855/858164/667591/128544/971555/976899/121726/902358/713810/119144/964195/1446748/125487/842610/752721/124510/606327/597949/123220/642255/125463/207883/179260/126511/168792/1213543/125581/1470634
31XOyv_JxJ0,247/251,53255138,146,131810/405940/359627/131331/414263/424418/132829/263006/295613/140741/374437/316993/129433/242068/327839/127583/295977/383445/131603/268991/376303/126417/471323/130310/287434/224065/128344/349872/584908/134999/405882/594008/130435/516040/471295/124894/486736/629968/128689/702990/790547/126032/692639/718566/129827/681935/129748/601475/586446/142780/610969/984534/122320/819286/862467/123961/617751/572005/124960/528547/638604/131888/603352/765488/134251/759708/537529/128928/610329/131394/573717/334318/133173/482152/491259/137669/410620/468217/127692/489958/505728/124898/522114/458951/127331/446815/501325/126629/573112/440694/122340/432956/128649/438177/419172/127121/491992/529693/142749/389902/406203/138579/301413/400622/135703/398778/330658/134316/404330/459297/145871/499665/479502/135294/409160/144013/410692/519065/126855/533256/384851/128544/503045/566350/121726/519036/539751/119144/610552/667380/125487/475600/467344/124510/453998/477013/123220/461375/125463/156092/163070/126511/152104/409737/125581/657550
39gQb3Zu_EU,136/251,90323232,141,148379/1530143/786497/133893/825436/858599/136041/368795/1004234/146892/1466867/138399/664765/440070/133236/770121/805836/135896/881043/749373/137198/771569/138366/1021984/722258/138752/743146/427266/138199/892763/135854/1109793/1072880/148757/1541530/739158/138069/754998/732294/135334/820227/138291/827443/674440/140688/71159/70740/137864/738181/132678/848655/1111742/136033/1508400/1400544/135664/675014/687668/146004/1297260/146036/689010/540994/134268/476935/770721/133924/1032859/1407420/135428/895684/136579/882020/1126028/137168/1175588/1271875/137107/953613/134612/704607/777746/147795/1000546/796629/136461/871775/874734/139439/1656539/138817/1571531/1715870/136994/1421016/1104334/137214/989002/885967/136707/1629155/133109/1466794/1486772/135226/1562466/1463726/136789/1574490/138376/1328953/1032414/139247/1092804/550144/132802/1022987/1383697/137013/1270601/133531/1036668/521368/151479/1608638/281562/136354/608589/638670/130327/729060/126877/851273/509341/129721/812632/631178/180732/27860/75514/28130
39gQb3Zu_EU,247/251,55751569,141,148379/941933/383948/133893/428194/441914/136041/265249/622735/146892/721850/138399/262612/284577/133236/482723/537002/135896/513732/589075/137198/607698/138366/532376/404169/138752/583880/192507/138199/586010/135854/665439/670386/148757/778636/583445/138069/587027/586791/135334/515478/138291/534253/522942/140688/73765/74386/137864/410295/132678/537848/631225/136033/770287/713570/135664/423898/458259/146004/640522/146036/423575/311909/134268/319574/451594/133924/619533/643714/135428/543238/136579/539692/615486/137168/613158/660010/137107/572034/134612/470563/479057/147795/578726/595706/136461/599196/572922/139439/857844/138817/851028/710475/136994/685400/648408/137214/611700/528251/136707/744992/133109/854667/854452/135226/994031/926112/136789/714257/138376/643820/541608/139247/559099/403205/132802/568758/746375/137013/657146/133531/628376/274684/151479/1079730/312584/136354/350285/421603/130327/410730/126877/494281/319146/129721/474026/459891/180732/39250/75514/38212
3ZI0eMUroRo,136/251,81671751,158,179222/409688/584414/848961/185075/688916/803697/164349/733709/167564/460288/442539/729448/185725/589990/181325/743232/370111/798550/188169/762272/172530/783962/767073/180805/869551/188549/846144/588851/186591/751103/452554/186167/240745/801787/169238/602686/481376/181656/701712/672118/179455/615097/910208/191659/1021043/419038/180656/616598/992942/189581/609101/883761/189320/866978/593956/186408/436352/922184/182616/849572/860927/186360/823316/782999/183946/910728/882960/185424/376616/813006/176326/485353/546800/190500/818507/795709/192660/619789/734384/198112/437447/590554/187254/837923/1123490/189422/659181/667099/192937/578707/859152/186422/910271/188429/653347/857577/183526/942396/799210/187398/653612/884385/188137/581001/790502/188514/679954/186094/814653/362382/182209/583850/603750/775379/177701/837691/182244/709092/946501/183104/692830/174060/662961/1038781/180286/867122/397842/172029/314588/866818/171394/752697/179205/862737/403526/179591/762007/738896/178592/898766/174344/491712/823691/161219/619311/874255/171792/777900/629844/158125/457720/331852/165926/310701/399088/180141/259597
3ZI0eMUroRo,247/251,82336775,158,179222/631916/765351/554076/185075/800456/521295/164349/595509/167564/529220/451424/562719/185725/847213/181325/552518/579829/537504/188169/560222/172530/549412/551512/180805/502664/188549/512052/903581/186591/548214/599180/186167/461293/527517/169238/831349/773684/181656/645686/873927/179455/794953/542130/191659/545821/640890/180656/968742/533221/189581/841737/890458/189320/829179/838086/186408/716913/872979/182616/1107754/893437/186360/1096205/1063200/183946/882106/590378/185424/700790/905848/176326/804829/802657/190500/531372/563525/192660/1030380/694520/198112/791423/857489/187254/1085848/731223/189422/775740/1077888/192937/985632/877944/186422/873022/188429/1075495/816167/183526/920086/878575/187398/1044609/626152/188137/968062/545305/188514/838714/186094/952087/685178/182209/792682/603698/585822/177701/515684/182244/459372/893189/183104/490474/174060/500747/769878/180286/615532/528790/172029/472786/525375/171394/550356/179205/511159/417163/179591/552403/552244/178592/510309/174344/511470/532509/161219/927737/519277/171792/551403/626255/158125/502169/520208/165926/555856/253928/180141/443673
3ZI0eMUroRo,398/251,91668951,158,179222/442023/528616/1001356/185075/918969/861808/164349/747448/167564/371372/322575/755677/185725/565524/181325/658734/386514/931037/188169/676177/172530/868843/798078/180805/872313/188549/959369/610347/186591/675167/378291/186167/328205/792172/169238/587392/699457/181656/796404/831637/179455/727365/1168789/191659/1498543/542531/180656/918505/1278695/189581/795468/1346724/189320/1274798/805836/186408/579050/972961/182616/1080105/1265528/186360/1063263/1049958/183946/1221176/1421005/185424/660416/1325846/176326/666226/766252/190500/1027322/1012689/192660/957195/910013/198112/639948/800143/187254/1057521/1470050/189422/883698/1021643/192937/779515/1177514/186422/1345114/188429/1004321/1088757/183526/1343669/1300112/187398/838694/1349671/188137/707536/833897/188514/655950/186094/1483283/549470/182209/613414/425314/705478/177701/500667/182244/495374/986519/183104/586045/174060/560500/887454/180286/684270/368911/172029/366420/648919/171394/564838/179205/714647/287539/179591/449878/630699/178592/631755/174344/358002/643348/161219/686499/568133/171792/553065/450807/158125/347842/431440/165926/400513/266586/180141/332248
3ZuUDVSMld0,136/251,71560443,107,143920/1121092/1318137/141868/1316401/1033043/142321/861314/979226/139429/802888/847747/139520/1345529/943827/130391/942774/890330/136040/663475/869140/141684/1049066/968793/146230/988141/1062466/136498/1045522/557417/143084/490034/1019857/140186/1108946/810932/139400/1225806/1135782/140633/1059369/947326/137224/1043453/983711/136693/933468/1001743/137709/1040748/940642/135505/778157/999594/132756/1081075/1006118/138997/960180/769870/143229/897047/921248/136001/900493/725378/135141/982867/841353/135237/922912/963058/129905/994604/1003625/132364/612755/547072/131806/959457/1141897/130004/940487/872767/128035/944704/934832/131349/770204/867239/139606/944911/705384/136322/685707/885343/134759/795670/1053609/138992/768771/918616/144067/747106/890545/139967/732046
3ZuUDVSMld0,247/251,43630800,107,143920/590668/591621/141868/661043/534995/142321/554956/555689/139429/483788/475850/139520/563290/561896/130391/553640/549650/136040/449325/540903/141684/605659/569249/146230/601730/597697/136498/560968/445182/143084/414782/590044/140186/593860/530100/139400/621031/578386/140633/572282/580067/137224/584601/550531/136693/557303/574527/137709/521162/567390/135505/552057/551403/132756/579091/567209/138997/537546/511702/143229/524251/536652/136001/507165/492522/135141/540467/528780/135237/570818/546220/129905/571745/529696/132364/448211/371640/131806/548420/580285/130004/541017/500969/128035/553180/536746/131349/525419/514753/139606/519330/443576/136322/480274/517970/134759/500542/530138/138992/531560/508775/144067/502376/506806/139967/515626
4UIAt2qjRiw,136/251,61198503,110,141382/590002/640792/584380/145343/1090290/385875/152050/567471/1263738/156940/747207/461232/121589/737158/987350/121489/1390432/123629/797003/510020/1016613/156349/965758/156559/494520/604478/163777/1219353/646648/166815/806608/805395/149648/655639/152373/229498/714014/160476/946558/282925/162708/965689/410847/168366/729746/766020/159289/447962/427088/154787/599585/1045185/136951/1048115/837400/135102/1068316/130224/895082/1220449/132200/590878/841045/151359/318635/895913/143954/341946/472894/393968/133280/356097/149483/120717/1219190/913368/131336/858342/217530/1315988/162459/843989/665600/170125/838623/163453/448682/322398/795232/167272/507590/156667/460353/595667/825270/128767/333617/1105698/150873/1095984/147018/860059/790916/147743/1218965/741268/136799/987979/1106540
4UIAt2qjRiw,247/251,69363620,110,141382/752051/732376/631998/145343/935361/526045/152050/628136/1317336/156940/823565/584599/121589/1085063/1303924/121489/1317491/123629/752257/614386/1297016/156349/1085832/156559/549336/871719/163777/1312112/732427/166815/934528/1178178/149648/970326/152373/328166/1008045/160476/1141454/413340/162708/1119217/523076/168366/887512/965638/159289/559195/571502/154787/823197/1196540/136951/1262292/1094491/135102/1293061/130224/1046873/1194347/132200/564515/841592/151359/351883/1209676/143954/471474/610960/524273/133280/405555/188772/120717/1303404/758690/131336/739302/292332/1191403/162459/882192/656277/170125/1008703/163453/547788/407110/1056215/167272/683707/156667/552462/679814/1106242/128767/484600/1330851/150873/1171613/147018/940368/867378/147743/1211186/815104/136799/1063897/1144182
4UIAt2qjRiw,398/251,55478416,110,141382/555308/594291/567489/145343/705348/467257/152050/488667/1044175/156940/636919/495488/121589/737340/963296/121489/1137385/123629/584267/450574/964492/156349/744532/156559/482927/510304/163777/1023823/601843/166815/685546/775179/149648/743625/152373/255102/807454/160476/776679/352808/162708/997293/455974/168366/661763/651952/159289/587589/493175/154787/605690/962211/136951/974231/588883/135102/899777/130224/731489/975038/132200/468069/626753/151359/374596/883756/143954/373577/590712/510864/133280/461839/188878/120717/1151869/615821/131336/637673/236932/1028584/162459/666977/544160/170125/788852/163453/553290/400182/737637/167272/686902/156667/460953/540664/795583/128767/441114/992284/150873/860228/147018/679906/635458/147743/1018443/605951/136799/728320/828385
5GZa8dvfOo8,136/251,23181118,159,159277/81272/47136/37908/148576/268073/56931/52284/163083/227543/184264/155053/92351/160294/151069/104211/157925/134774/225604/299205/152653/145617/158239/135624/266379/156537/141062/110331/154934/121069/100984/153269/236493/131712/154937/45034/139510/162370/132363/92406/162308/490938/235664/157212/122366/160228/94043/215949/172069/388247/139897/157207/114297/112544/155808/98077/137035/162805/117908/161588/169626/61658/158556/142007/85392/159465/50547/194398/162328/122602/163160/127158/130298/159856/107487/84493/151012/127386/179694/150938/121414/154374/121981/109044/104826/153723/100913/151837/125856/121499/157345/121330/155474/56678/140795/156954/142149/111880/159253/97153/82564/164760/57375/187974/158779/91743/161650/159199/66137/108926/155860/106104/266046/108219/153081/148429/154424/82882/189028/160401/159146/175179/161202/129479/138044/157651/162363/153009/200140/119280/153711/91868/162313/154729/189206/163310/159786/150992/160722/126725/178842/155245/135618/150365/139879/114444/152312/94193/158063/89667/117670/116782/157477/112690/112800/161219/92329/139078/172356
5GZa8dvfOo8,247/251,26558300,159,159277/98583/57473/51359/148576/271294/226267/94283/163083/289233/228583/155053/118131/160294/202970/105864/157925/169027/280324/319951/152653/186633/158239/172030/296634/156537/176013/148330/154934/134985/150833/153269/265496/142709/154937/55130/176215/162370/173048/124683/162308/476065/247558/157212/162912/160228/152543/208423/172069/401676/175666/157207/149292/143884/155808/132591/167763/162805/136884/161588/173649/74308/158556/176933/130250/159465/68351/201017/162328/157532/163160/147397/156335/159856/136509/116397/151012/134167/187199/150938/154691/154374/159427/140778/137082/153723/131191/151837/179206/146509/157345/147193/155474/75712/181952/156954/186232/147241/159253/122155/159158/164760/75706/206454/158779/118903/214147/159199/89817/117498/155860/144836/310681/143042/153081/195163/154424/127710/233075/160401/185663/197283/161202/148601/169226/157651/194889/153009/250740/147349/153711/124792/214099/154729/243517/163310/195680/223347/160722/171406/186763/155245/170941/150365/175941/138427/152312/125519/158063/125572/155300/155486/157477/148931/147908/161219/118100/173471/172356
5GZa8dvfOo8,398/251,32322995,159,159277/156428/106106/71211/148576/327183/280208/114564/163083/402613/304825/155053/175263/160294/249607/125933/157925/189698/264641/283607/152653/244612/158239/222978/344934/156537/232075/193570/154934/160645/281933/153269/302435/180331/154937/114544/227308/162370/216833/164544/162308/522004/294986/157212/185379/160228/268446/278691/172069/435727/207203/157207/195802/189272/155808/184875/252675/162805/181200/161588/206970/97485/158556/300408/279397/159465/119815/274199/162328/199092/163160/317256/273686/159856/162595/150297/151012/300606/264584/150938/198228/154374/206622/191497/175835/153723/173235/151837/279742/302697/157345/217222/155474/133808/228679/156954/236287/186337/159253/164453/238672/164760/151017/259701/158779/156810/229511/159199/109121/171340/155860/162933/295972/185657/153081/297611/154424/251255/243608/160401/304867/260250/161202/341579/199762/157651/244814/153009/259348/181331/153711/162899/248619/154729/298434/163310/310699/202143/160722/293533/231237/155245/217179/150365/222593/186575/152312/156975/158063/160086/197968/197471/157477/193332/194459/161219/143130/226402/172356
6WLwGWjPG9A,136/251,119695613,154,149923/962100/1078750/147114/1074677/743243/147979/944509/1039367/141902/1136475/1155322/145988/1146267/860289/142768/848071/781445/144085/901581/1048612/147455/1204045/752648/144811/680135/1139351/149340/615562/897884/144076/705894/1490096/150464/1402707/1333733/147080/511961/845241/143786/1267192/1211848/151088/826527/1056250/145016/1267657/1315526/145065/840914/1362801/143125/1380018/1405702/141847/1236920/975789/146849/689728/878375/140437/1318124/882669/145764/737828/146137/839634/1229641/148844/1393312/1326825/141800/1385792/1378723/144947/1245618/1337972/147132/1204109/974618/142076/731250/1033308/146238/807337/561532/146165/560709/703986/147404/648897/1399324/143762/1389331/1366838/145598/1478034/1365992/147160/1383125/1008853/145196/745222/1367265/146234/1342714/914356/148088/1013687/1361929/140924/1389990/1335942/147579/1357694/941749/143950/1058119/1150120/148686/770734/1341931/149995/1351231/1042417/150904/1345208/146605/1290952/1356990/145984/1264288/795951/153048/1276505/1375368/141766/1103772/1133930/142869/1084519/1085780/143775/1079773/1296309/146848/1236143/1380554/143567/1340672/1458792/134949/776073/812826
76l6oQIrVUw,136/251,81246374,129,139259/841098/843372/183809/736656/865959/177086/725339/948933/166218/966391/805917/161285/932728/1059661/157072/1053144/871192/174282/985293/1065077/171048/984278/937515/166291/868216/163046/1173238/1431115/166178/1453334/1153168/170544/789998/984325/166935/1071494/950325/174362/994472/942339/172135/877583/692417/180469/748062/1048308/172078/1114265/170003/1001861/869332/172628/1151692/1051861/175083/941353/840628/171353/818346/888499/174741/793262/845994/172553/966574/911049/173077/1166128/1068040/172630/1175338/167792/796631/764157/177427/663310/630661/175227/637869/643087/146002/579284/391317/160200/385863/134669/184846/508011/358491/166346/565160/677687/164213/871720/158581/977611/1245842/162420/738944/798279/174495/872152/841416/166359/983547/802599/163876/767862/837217/165686/826619/766992/169896/1098736/894957/164910/1084548/173921/1054904/819883/171226/1026361/882920/177179/765211/654420/176718/656038
76l6oQIrVUw,247/251,55173477,129,139259/369315/505926/183809/492660/568720/177086/393061/500036/166218/662609/628952/161285/521901/505454/157072/634466/635033/174282/382639/658912/171048/696844/535622/166291/605148/163046/519198/752178/166178/849368/769671/170544/439370/568412/166935/670850/751314/174362/580029/407377/172135/553312/517270/180469/598376/473613/172078/693544/170003/746583/540785/172628/538549/658944/175083/692051/384286/171353/483169/511415/174741/546572/679762/172553/439802/622102/173077/769819/815577/172630/720873/167792/447238/538402/177427/488618/347763/175227/456174/345903/146002/369649/303580/160200/269580/120371/184846/279285/260053/166346/341053/504738/164213/674858/158581/765203/807077/162420/575655/694788/174495/731304/679126/166359/813436/717066/163876/605497/642605/165686/657560/537196/169896/762337/742148/164910/594108/173921/725323/494429/171226/578179/513400/177179/486911/434638/176718/476276
8hUoJEiJPoM,136/251,77118371,106,126603/1734676/1321245/136500/942750/917114/137231/938551/1003141/137051/970467/140168/1062338/942164/138048/916072/955950/144766/909859/143608/1156803/996845/137275/1097610/949890/136962/988359/128959/965256/908342/119307/942971/1171363/138101/920367/138155/924847/920500/139271/1479034/1735420/144545/1347042/147006/957045/931158/134717/966908/1189051/137854/929934/137022/926328/1033847/139123/1224544/1735139/135960/1251779/111128/909584/921016/114251/970454/1075078/115503/933640/121318/1009750/1735005/129308/1733167/1424949/141026/921624/150343/1032768/916724/140400/912189/925563/129837/1104955/134827/951147/914760/141908/917771/1115090/142585/1022383/152666/960779/944060/161394/1035760/1481005/157784/951293/121156/1004372/991368/136440/1025838/931186/170153
8hUoJEiJPoM,247/251,45976525,106,126603/1076539/870790/136500/685110/560690/137231/438286/339179/137051/349291/140168/311863/416670/138048/481563/667720/144766/348868/143608/784403/305623/137275/622191/421085/136962/581042/128959/620614/572421/119307/658873/689310/138101/448864/138155/503334/503262/139271/859577/1054042/144545/739902/147006/433619/387731/134717/598528/768341/137854/379595/137022/417388/248804/139123/603088/970911/135960/794646/111128/567430/627347/114251/689960/749197/115503/520131/121318/638850/1248843/129308/1141982/929002/141026/522786/150343/692988/616127/140400/579256/604177/129837/756349/134827/637861/598349/141908/526898/731942/142585/652707/152666/634159/435152/161394/859870/1096645/157784/449200/121156/289482/280044/136440/249854/454211/170153
